Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2013-05-25,NorfolkIsland,17.8,20,20.8,0.2,0,NW,43,N,NW,15,19,88,95,1012.5,1012.1,8,8,18.8,17.4,Yes,Yes
2013-05-26,NorfolkIsland,17.2,21.4,11,1.2,5.2,SSE,41,WNW,S,11,20,89,83,1011.7,1010.7,7,5,19.9,19.2,Yes,Yes
2013-05-27,NorfolkIsland,16.1,20,4.8,2.6,8.7,S,43,S,S,24,20,58,65,1015.7,1015,3,3,18.1,18.9,Yes,No
2013-05-28,NorfolkIsland,15.9,18.3,0.2,5.8,8.3,S,56,S,SSW,28,30,48,46,1023.3,1022.7,2,2,17.3,17.9,No,No
2013-05-29,NorfolkIsland,14,18.9,0.4,5.2,7.8,S,52,S,SE,20,24,69,57,1028.4,1028.3,5,4,17,17.7,No,No
2013-05-30,NorfolkIsland,14.5,19,0.4,3.6,4.4,E,46,ESE,ESE,22,22,59,58,1031.2,1029.2,5,7,16.5,17.2,No,Yes
2013-05-31,NorfolkIsland,13.8,19.2,1.8,3.2,7.3,E,57,ESE,ESE,28,26,66,61,1029.5,1026.4,6,5,17,17.4,Yes,No
2013-06-02,NorfolkIsland,16.4,20,0,5.2,8.9,ESE,46,ESE,ESE,20,22,66,62,1017.7,1012.5,3,1,17.9,18.6,No,No
2013-06-03,NorfolkIsland,14.1,19.9,0,3.8,0,N,63,N,N,17,26,66,86,1008.7,1003.6,7,8,19,18.7,No,Yes
2013-06-04,NorfolkIsland,15.6,19.1,13.4,3.8,6.6,WSW,78,W,WSW,41,37,67,93,1003.3,1003,6,7,17.6,14.9,Yes,Yes
2013-06-05,NorfolkIsland,13,18,5.4,3.8,6.2,SW,72,WSW,SW,35,31,76,54,1014.6,1014.9,4,5,15.2,17.5,Yes,Yes
2013-06-06,NorfolkIsland,14.3,19.1,1.2,2.6,5,SSW,39,S,SSE,22,22,53,59,1023.9,1022.6,7,6,16.9,17.9,Yes,No
2013-06-07,NorfolkIsland,14.7,18.8,0.4,3.2,2.8,SSE,30,ESE,ESE,13,13,92,63,1026.1,1023.7,7,7,14.7,17.4,No,No
2013-06-08,NorfolkIsland,14.6,18.3,0,2.8,1.6,SW,22,S,S,2,13,60,56,1024.2,1021.9,7,7,16.9,17.2,No,No
2013-06-09,NorfolkIsland,13.7,17.8,0,1.2,3.1,S,39,S,SE,13,19,73,68,1022.9,1021.1,3,8,17.4,17.2,No,No
2013-06-10,NorfolkIsland,14.2,18.8,0.4,3.2,7.8,S,33,S,S,17,19,61,55,1023.1,1020.4,5,3,16,17.5,No,No
2013-06-11,NorfolkIsland,13.6,18.3,0,3,9.1,S,28,SSE,S,9,13,65,78,1021.9,1019.7,6,6,16.5,16.4,No,No
2013-06-12,NorfolkIsland,13.2,18.8,0,1.6,8.5,SSE,30,SSE,S,7,15,71,63,1021.9,1019.8,2,1,16.6,18.3,No,No
2013-06-13,NorfolkIsland,11.5,19.2,0.8,2,7,ENE,22,E,NE,6,13,73,52,1021.3,1018.8,3,4,17.1,18.4,No,No
2013-06-14,NorfolkIsland,12.9,20.5,0,3,2.1,NNE,33,NNE,NNE,11,15,61,66,1019.2,1016.2,7,7,18.2,19.4,No,No
2013-06-15,NorfolkIsland,18.1,20.3,0,1.6,0.2,NNE,70,NNE,N,28,33,83,89,1014.6,1011.4,7,7,19.4,19.6,No,Yes
2013-06-16,NorfolkIsland,16.8,20.9,50.6,4.2,8.2,NNW,61,WNW,WNW,20,22,80,67,1009.6,1008.2,3,2,18.9,19.9,Yes,Yes
2013-06-17,NorfolkIsland,16.4,19.7,1.6,2.4,2.6,WNW,33,W,WNW,7,13,91,82,1010.3,1008.4,7,7,16.7,18.7,Yes,No
2013-06-18,NorfolkIsland,15.3,19.7,0.6,1.6,2,W,56,W,WNW,28,26,91,76,1007.7,1004.2,8,7,15.6,18.7,No,Yes
2013-06-19,NorfolkIsland,15.1,19.6,5,2.8,7.2,WSW,61,W,W,26,35,68,58,1006.6,1004.5,2,4,17.7,19.1,Yes,No
2013-06-20,NorfolkIsland,15,17.9,0,6.2,7.7,W,61,WSW,WSW,33,31,54,60,1009,1007.9,6,3,16.9,16.7,No,No
2013-06-21,NorfolkIsland,13.9,17.5,0.6,4.4,2.8,WSW,48,SW,SW,28,28,63,58,1013.7,1013.4,7,7,16.2,16.3,No,No
2013-06-22,NorfolkIsland,14.7,17.6,0,4,3.9,WSW,28,SSW,SE,11,13,59,62,1019.7,1018,7,6,15.8,16.4,No,Yes
2013-06-23,NorfolkIsland,12.9,15.8,1.4,2.8,0,SE,39,SE,SE,15,20,82,61,1024.2,1023.1,8,7,13.9,15.3,Yes,No
2013-06-24,NorfolkIsland,13.4,17.8,1,2.6,7.2,E,39,ESE,ESE,19,20,55,52,1026.7,1025,5,2,15.3,16.6,No,No
2013-06-25,NorfolkIsland,13.4,17.7,0,3.2,0.1,NE,61,ENE,ENE,26,24,53,60,1023.3,1020.6,8,8,16.2,17.2,No,Yes
2013-06-27,NorfolkIsland,14,18.4,21,5,6.1,W,65,WNW,SW,31,24,86,71,1006.8,1006.3,6,4,15.4,17.4,Yes,No
2013-06-28,NorfolkIsland,15.2,17.8,0.8,2.6,3.9,SSE,41,SE,ESE,22,19,65,65,1016.9,1017.2,7,5,15.9,17,No,No
2013-06-29,NorfolkIsland,14.1,17.4,0.4,3,9.4,SE,41,ESE,ESE,20,20,58,52,1021.6,1020.1,2,1,16.3,16.8,No,No
2013-06-30,NorfolkIsland,13.8,18.8,0,3.6,9.2,E,43,E,E,22,28,73,65,1021.9,1020.3,4,2,16.9,18.1,No,No
2013-07-01,NorfolkIsland,15.6,19.9,0.2,2.6,7.8,ENE,61,ENE,ENE,33,39,73,69,1022.1,1020.3,6,5,17.5,18.7,No,No
2013-07-02,NorfolkIsland,17.3,19.5,0,4.6,0,ENE,67,ENE,NE,43,43,82,85,1019.7,1016.6,7,8,18.3,19,No,Yes
2013-07-04,NorfolkIsland,16.7,18.9,0.4,1.6,0.7,WSW,54,SSE,ESE,26,20,87,89,1017.2,1016.5,7,7,17.7,17,No,No
2013-07-05,NorfolkIsland,14.7,18,0.4,2.4,3.2,ESE,30,ESE,SE,13,9,69,63,1020.9,1019,6,7,16.4,16.7,No,No
2013-07-06,NorfolkIsland,14.2,19.4,0,2.6,9,W,20,W,W,9,13,57,59,1020.7,1019.6,1,1,17.5,19.1,No,No
2013-07-07,NorfolkIsland,15.3,19.5,0,2.6,1.9,NW,24,NNE,WNW,9,13,82,82,1023.4,1021.6,7,7,17.6,18,No,Yes
2013-07-08,NorfolkIsland,14,18.8,5.8,1.2,8.6,S,35,SSW,S,19,20,73,56,1025,1023.6,2,2,17.3,18,Yes,No
2013-07-09,NorfolkIsland,13.7,17.4,0.2,3.6,9.5,SSE,37,SE,SSE,15,13,58,47,1026,1023.5,2,1,16,16.7,No,Yes
2013-07-10,NorfolkIsland,12.5,16.7,1.6,4.2,7.6,SSE,48,ESE,SSE,15,19,81,55,1026.4,1025.5,6,3,12.7,16,Yes,No
2013-07-11,NorfolkIsland,11.4,16.6,0,3.6,4.2,ESE,39,SE,SSE,19,22,53,49,1028.2,1025.8,6,5,14.8,15.2,No,No
2013-07-12,NorfolkIsland,12.2,16.6,0,3.4,8.2,S,50,SE,SSW,13,22,70,71,1025,1022.1,2,3,12.5,14.7,No,Yes
2013-07-13,NorfolkIsland,11,16.3,5.2,4,7.5,SW,44,SSW,SSW,22,22,54,45,1022,1019.8,4,1,14.2,15.5,Yes,Yes
2013-07-14,NorfolkIsland,12.2,16.6,2.6,3.6,7.9,SW,52,SSW,S,30,24,71,50,1021.6,1019.6,7,1,13.4,16,Yes,No
2013-07-15,NorfolkIsland,12.9,17.1,0.6,4,6.9,S,48,SSW,S,26,22,50,58,1024.4,1023.2,7,5,15.4,15.3,No,No
2013-07-16,NorfolkIsland,12.6,16.3,0.6,4,2.4,ESE,41,ESE,ESE,19,19,50,50,1029.9,1029.1,7,7,14.3,15,No,Yes
2013-07-17,NorfolkIsland,12.2,17.1,1.2,3.4,2.5,E,46,ENE,E,26,26,64,62,1031,1028.1,7,7,15,16.4,Yes,No
2013-07-18,NorfolkIsland,14.1,17.8,0.2,2.6,4.2,ESE,48,E,ESE,24,17,82,81,1027.8,1025.1,4,7,15.7,16.7,No,Yes
2013-07-19,NorfolkIsland,14.5,19.6,2,1.6,8.4,E,50,ENE,E,24,31,81,72,1025,1021.9,5,3,17.8,18.5,Yes,No
2013-07-20,NorfolkIsland,16,19.2,0,3,8.4,ENE,52,E,E,26,30,70,67,1022.5,1020.1,5,5,17.6,18.6,No,No
2013-07-21,NorfolkIsland,15.1,19.5,0,2.8,10.3,ENE,35,ENE,E,24,26,69,65,1022.7,1021,1,1,17.6,18.6,No,No
2013-07-22,NorfolkIsland,13.1,19.2,0,3.2,3,E,28,ENE,NE,13,15,63,61,1024.4,1021.9,7,7,16.5,18,No,No
2013-07-23,NorfolkIsland,12.9,19,0,2.8,6.3,NE,22,NE,NW,11,9,65,65,1020.8,1017.8,2,6,16.8,17,No,No
2013-07-24,NorfolkIsland,15,18.5,0,2.2,0.1,WSW,35,N,WSW,11,22,73,94,1015.2,1012.6,7,8,17,15.8,No,Yes
2013-07-25,NorfolkIsland,13.8,18.3,5.4,1.2,7.1,SW,31,S,S,15,17,69,63,1018,1018.3,7,6,15.8,16.8,Yes,No
2013-07-26,NorfolkIsland,13.5,17.5,0.8,2.2,7,SE,35,ESE,SE,15,20,65,66,1025,1023.9,1,5,16.5,16.7,No,No
2013-07-27,NorfolkIsland,14.2,18.1,0,3.4,9.4,E,39,ESE,ESE,17,19,56,47,1027.5,1026.3,2,1,16.4,17.5,No,No
2013-07-28,NorfolkIsland,14.6,17.2,0,4.6,2.2,ESE,46,SE,SE,19,24,60,67,1028.8,1026.6,3,7,16.2,15.4,No,No
2013-07-29,NorfolkIsland,14.1,17.9,0,2.6,6.4,ESE,56,ESE,ESE,26,26,67,72,1027,1023.5,3,4,16.1,16.7,No,Yes
2013-07-30,NorfolkIsland,13.9,17.4,1.2,4.4,1.1,E,61,E,E,31,37,69,91,1021.3,1016.5,7,8,16.6,16.3,Yes,Yes
2013-07-31,NorfolkIsland,15.6,18.4,6,1,1.2,E,70,ESE,ESE,37,37,91,79,1011.6,1005.4,8,6,16.8,17.6,Yes,Yes
2013-08-01,NorfolkIsland,16.5,21.1,1.2,1.2,5.9,NW,48,N,WNW,15,24,86,84,1001.4,1000.5,6,7,18.2,17.8,Yes,Yes
2013-08-02,NorfolkIsland,16.4,18.1,1.8,2.6,2.6,W,61,WSW,W,31,39,90,81,1004.1,1004,7,7,17.5,17.9,Yes,Yes
2013-08-03,NorfolkIsland,15.8,19.2,1.8,2.8,8.4,WSW,61,WSW,WSW,35,28,78,72,1012,1011.4,3,5,17.5,18.2,Yes,No
2013-08-04,NorfolkIsland,14.8,18.5,0.2,2.4,9.8,SW,30,SW,SW,13,11,62,64,1017.4,1016.5,1,1,17.1,18,No,No
2013-08-05,NorfolkIsland,12.6,20,0.2,3,10,NE,28,NNW,WSW,6,9,68,56,1021,1018.5,1,1,17.4,19.8,No,No
2013-08-06,NorfolkIsland,11.7,19.5,0,2.4,9.2,NE,30,E,ENE,9,19,73,66,1021.6,1019.3,2,2,16.9,19.1,No,No
2013-08-07,NorfolkIsland,13.6,19.7,0,3.2,9.9,ENE,28,NE,NE,15,15,68,64,1019.9,1017.1,1,2,18,18.5,No,No
2013-08-08,NorfolkIsland,12.1,19.6,0,2.8,4.5,NE,37,ENE,ESE,13,7,79,87,1017.6,1014.2,7,7,16.9,15.9,No,Yes
2013-08-09,NorfolkIsland,13.2,19,40.6,4.2,0.8,ENE,46,NE,NNW,26,20,89,87,1008.2,1004.6,7,7,17.7,16.5,Yes,Yes
2013-08-10,NorfolkIsland,14.5,18.9,39,3.8,8.7,SW,41,SSW,SW,19,24,86,73,1005.6,1006.1,6,6,16.7,17.4,Yes,No
2013-08-11,NorfolkIsland,15.5,19.1,0,3.2,10.1,SW,46,WSW,SW,28,28,71,60,1012.9,1013.3,4,1,17.2,18.6,No,No
2013-08-12,NorfolkIsland,15.3,19,0,5,10.3,WSW,33,WSW,WSW,24,20,60,59,1017.6,1015.5,2,3,17.2,18.3,No,No
2013-08-13,NorfolkIsland,13.6,19.7,0,4,9.1,NW,50,NW,WNW,22,26,60,69,1016.7,1014.7,2,6,17.7,18.7,No,No
2013-08-14,NorfolkIsland,15.4,18.7,0.6,3.4,10,WNW,48,SW,SSW,24,20,57,58,1018.5,1017.9,1,1,17,18.2,No,No
2013-08-15,NorfolkIsland,11.8,19.5,0,4,6.3,N,48,NNE,N,7,17,61,52,1020.2,1015.9,7,5,16.5,19.3,No,Yes
2013-08-16,NorfolkIsland,15.7,18.9,4.2,3.6,9.6,NNW,65,WSW,WSW,28,30,69,56,1015.4,1014.5,1,1,17.6,17.6,Yes,No
2013-08-17,NorfolkIsland,12.8,18.4,0.4,4.4,10,SW,50,WSW,WSW,19,24,61,50,1018.7,1016.2,6,2,16.2,17.3,No,No
2013-08-18,NorfolkIsland,12.4,18.7,0,5,9.1,W,37,W,W,15,24,44,47,1018.8,1015.9,2,1,17.1,18.2,No,No
2013-08-19,NorfolkIsland,14.9,18.6,0,3.8,10.2,WSW,41,SSW,SW,20,19,63,63,1017.4,1014.9,1,5,17.1,17.1,No,No
2013-08-20,NorfolkIsland,11,19.6,0,5,7.5,W,39,NNE,N,15,20,56,59,1015.5,1011.5,5,7,16.7,18.4,No,Yes
2013-08-21,NorfolkIsland,13.9,19.3,24,4.4,8.7,NW,41,WNW,WSW,24,15,77,64,1010.6,1009.9,6,1,17.4,18.4,Yes,No
2013-08-22,NorfolkIsland,12.7,18.5,0,3,10.1,W,30,WSW,WSW,13,17,63,55,1014.4,1013.6,1,1,16.9,17.7,No,No
2013-08-23,NorfolkIsland,12.7,19,0,3.4,9.8,NW,28,WNW,WNW,13,17,60,53,1018,1016.6,1,3,17.3,18,No,No
2013-08-24,NorfolkIsland,13.6,19.9,0.2,4,10.5,WNW,57,NW,NW,22,24,53,73,1017.2,1014.7,3,4,18.1,18.3,No,Yes
2013-08-25,NorfolkIsland,13.4,17.9,3,4.8,9.9,WSW,57,WSW,SW,28,30,66,59,1017.8,1018.1,3,3,16.7,17,Yes,No
2013-08-26,NorfolkIsland,14.9,18.3,0,3.6,2.2,SW,44,SSW,SSW,17,22,47,58,1022.9,1021.7,6,5,17.3,17,No,No
2013-08-27,NorfolkIsland,13.8,18.9,0,3.6,9.2,ESE,24,ESE,SW,7,13,58,59,1024.5,1022.6,6,2,16.9,17.7,No,No
2013-08-28,NorfolkIsland,11.9,20.2,0,3,6.7,ENE,41,NE,S,11,9,65,64,1023.2,1019.7,1,7,17.1,17.5,No,No
2013-08-29,NorfolkIsland,12.6,18.4,0,2.4,9.1,SSW,37,SW,SSW,20,22,72,68,1021.8,1019.4,6,3,17.2,17.3,No,No
2013-08-30,NorfolkIsland,13,17.5,0.2,4.8,7,S,39,S,S,26,22,79,48,1023.4,1020.9,7,2,13,16.4,No,No
2013-08-31,NorfolkIsland,12.8,17.9,0.6,4,8.2,SSE,37,SSE,SSE,15,20,67,52,1024.3,1022.4,5,2,15.2,17,No,No
2013-09-01,NorfolkIsland,11.5,17.4,0,4.4,3.7,SSE,30,SSE,SSE,6,13,54,56,1024,1021.6,5,7,16.2,16.7,No,Yes
2013-09-02,NorfolkIsland,12.1,17.3,8.2,2.2,2,SSW,35,WSW,SSE,19,17,94,69,1023.1,1019.9,7,7,12.2,15.8,Yes,Yes
2013-09-03,NorfolkIsland,12.1,16.6,11.2,0.4,3.3,E,67,ESE,ESE,33,31,77,83,1020.4,1019.7,7,7,14.3,13.8,Yes,Yes
2013-09-04,NorfolkIsland,12.7,17.6,7,4.4,8.9,SE,50,SE,SSE,26,22,48,61,1023.9,1021.1,1,3,16.1,16.1,Yes,No
2013-09-05,NorfolkIsland,12.5,16.5,0.2,5.6,8.2,SW,76,SSW,SSW,39,43,47,59,1018.7,1016.6,2,4,15.3,14.7,No,Yes
2013-09-06,NorfolkIsland,12.2,17.3,1.2,7,7.5,S,63,S,SSE,28,30,57,52,1023.4,1023.5,7,6,16,16.3,Yes,No
2013-09-07,NorfolkIsland,13.5,17.8,0,5,9.1,SSE,30,SE,SW,13,19,53,58,1028.6,1027.3,3,2,16.6,16.4,No,No
2013-09-08,NorfolkIsland,11.9,18.9,0,4,10.1,W,31,WNW,WSW,11,20,67,61,1027.9,1025.2,7,5,16.4,17.9,No,No
2013-09-09,NorfolkIsland,13.4,19.3,0,1.8,9.3,WSW,31,W,W,20,19,56,59,1024.7,1022.4,5,3,17.6,19.1,No,No
2013-09-10,NorfolkIsland,14.4,20,0,3.2,9.4,NNE,31,NNE,NNW,15,15,74,57,1023.7,1021.4,1,3,18.3,19.1,No,No
2013-09-11,NorfolkIsland,16.1,21.4,0,4,6.2,NNE,48,NNE,NNE,24,24,82,83,1020.6,1017.6,7,7,18.9,20.1,No,No
2013-09-13,NorfolkIsland,16,21.1,1.4,1,6.2,WSW,67,WNW,NW,19,22,80,82,1015.9,1013.1,4,7,19.3,19.1,Yes,Yes
2013-09-14,NorfolkIsland,14.4,18.2,3.6,4.2,9,SW,41,SSW,S,17,13,50,65,1018.7,1016.9,1,7,16.8,16.7,Yes,No
2013-09-15,NorfolkIsland,10.4,19.5,0,3.6,8.7,NNE,52,NNE,NNE,13,19,56,55,1019.1,1015,2,3,17.2,18.4,No,Yes
2013-09-16,NorfolkIsland,15.7,19.1,2.4,4.4,9.1,W,74,WNW,W,35,48,82,71,1008.2,1005.6,7,1,17,17.9,Yes,Yes
2013-09-17,NorfolkIsland,14.4,18.8,1.6,4.8,9.1,SW,50,SSW,SSE,24,19,69,69,1015,1015.2,4,7,16.9,17.8,Yes,No
2013-09-18,NorfolkIsland,14.5,20.3,0,4.6,6.7,NE,39,ENE,NE,22,26,64,69,1019.3,1017.6,3,7,18.4,18.1,No,No
2013-09-19,NorfolkIsland,17.2,21.4,0,4,9.1,NNE,50,NNE,N,28,19,82,82,1019.3,1017,2,6,19.2,19.7,No,No
2013-09-20,NorfolkIsland,17.9,21.9,0,3.2,9.4,N,48,NNE,N,24,15,84,81,1017.3,1014.8,3,7,20,20.5,No,Yes
2013-09-21,NorfolkIsland,14.4,20,13.2,5.2,2.1,N,41,NE,NNE,15,22,89,72,1014.1,1009.9,7,7,17,18.3,Yes,No
2013-09-22,NorfolkIsland,14.9,19.8,0.4,1.2,9.6,WNW,30,WSW,ESE,15,13,72,67,1015.8,1014.2,1,1,17.9,19.4,No,No
2013-09-23,NorfolkIsland,14.7,18.7,0,4.2,0,SSE,50,ESE,SE,22,24,77,76,1016,1011.5,7,8,17.8,17.1,No,Yes
2013-09-24,NorfolkIsland,14.8,18.6,8,4,7.4,SSW,54,S,SSW,31,31,70,63,1008.6,1008.1,7,3,16.7,17.7,Yes,No
2013-09-25,NorfolkIsland,15.8,19.9,0,5,7.9,W,48,W,WNW,30,30,59,70,1014.7,1013.3,1,8,18.1,18.8,No,No
2013-09-26,NorfolkIsland,17.6,21.5,0,4,6.7,NW,39,NW,WNW,24,22,85,81,1016.5,1014.8,6,3,19.9,20.6,No,No
2013-09-27,NorfolkIsland,16.9,21.5,0,3.8,9.9,W,31,WNW,WNW,15,19,81,77,1018.6,1016.3,1,2,19.8,21.2,No,No
2013-09-28,NorfolkIsland,17.4,20.2,0,3.4,4.5,SSW,26,W,SE,13,13,84,81,1017.7,1015.4,7,8,19.5,18.2,No,No
2013-09-29,NorfolkIsland,13.6,21.8,0,2.8,10.3,NW,41,NW,WNW,13,28,82,85,1015.3,1013.3,6,7,19.6,20.8,No,Yes
2013-09-30,NorfolkIsland,14.7,20,8,5.8,11.2,SW,56,SW,SW,20,22,57,58,1019.2,1018.6,1,1,18.5,19.5,Yes,No
2013-10-01,NorfolkIsland,14.5,19,0,5.2,9.6,ESE,28,SE,SSE,13,13,57,58,1024.3,1022.1,6,1,17.7,18,No,No
2013-10-02,NorfolkIsland,13,19.9,0,4.2,2,NNW,31,NNE,WNW,11,7,59,55,1023.2,1020.7,7,7,18,18.7,No,No
2013-10-03,NorfolkIsland,16,20.1,0,4,5.2,NE,31,NNW,NE,7,20,61,60,1021.1,1017.9,8,1,18,19,No,No
2013-10-12,NorfolkIsland,15.7,20.5,0.4,5.6,10.2,WNW,50,S,S,19,22,61,56,1017.5,1017.7,1,1,19.4,19.4,No,No
2013-10-13,NorfolkIsland,13.1,21,0,5.6,10.4,NNE,37,NNE,ENE,13,15,61,59,1023,1020.3,4,4,18.5,18.7,No,No
2013-10-14,NorfolkIsland,16.3,22,0,5.2,10.2,N,57,N,N,24,24,78,73,1017.2,1013.5,5,4,20.3,21.2,No,Yes
2013-10-15,NorfolkIsland,16.2,19.8,12.8,5.6,8.8,NNW,59,SW,SW,26,28,75,54,1015.5,1016.4,6,3,17.3,17.7,Yes,No
2013-10-16,NorfolkIsland,13.4,19.2,0,7,11.9,S,31,SE,SE,15,13,46,50,1025,1024.3,2,1,17.2,18.1,No,No
2013-10-17,NorfolkIsland,13.4,20,0,6,10.9,ENE,39,ENE,ENE,24,24,51,54,1027,1025.3,5,4,18.7,18.6,No,No
2013-10-18,NorfolkIsland,15.5,20.7,0,6,8.8,ENE,41,ENE,NE,19,24,63,53,1026.7,1025,7,1,18.5,19.6,No,No
2013-10-19,NorfolkIsland,16,20.9,0,6.4,11,E,52,E,E,30,35,54,59,1027.2,1025.1,1,2,19.3,18.9,No,No
2013-10-20,NorfolkIsland,15.1,20.7,0,7,11.4,E,48,E,ESE,28,26,60,60,1025.9,1023.7,1,1,18.9,18.6,No,No
2013-10-21,NorfolkIsland,13.9,20.7,0,7.2,11.6,E,41,ESE,E,17,28,59,50,1024.1,1021.9,5,1,18.4,19.1,No,No
2013-10-22,NorfolkIsland,13.4,20.5,0,6,12.3,SE,31,E,SE,19,19,59,60,1022.4,1021,1,1,19,19.3,No,No
2013-10-23,NorfolkIsland,14,21.1,0,6.8,12.1,ENE,33,ENE,NE,20,20,71,61,1022.3,1020.7,3,1,19.6,19.4,No,No
2013-10-24,NorfolkIsland,15.4,22,0,5.8,11.5,NE,33,NNE,NE,19,17,76,76,1020.1,1018.2,3,3,19.5,20.8,No,No
2013-10-25,NorfolkIsland,18.6,23.6,0,4.6,10.7,NNE,28,NNE,NE,15,13,81,76,1018.5,1017.9,4,4,20.8,21.7,No,No
2013-10-26,NorfolkIsland,17.5,20.8,0,5,7.3,ESE,31,ESE,SE,19,19,84,79,1019.1,1016.6,7,7,19.1,19.9,No,No
2013-10-27,NorfolkIsland,16.4,21.1,0,3.6,6.8,SE,37,SE,SE,19,20,80,71,1017.2,1016,7,7,18.7,19.1,No,No
2013-10-28,NorfolkIsland,15,20.6,0,5,11.6,S,35,SE,SSE,19,13,53,58,1020.2,1019.3,3,2,18.8,19,No,No
2013-10-29,NorfolkIsland,14.6,20.3,0,5.8,4.5,E,30,E,ESE,15,13,60,65,1021.4,1019.5,3,6,19.3,18.2,No,No
2013-10-30,NorfolkIsland,14.5,21.9,0,3,10.1,N,35,NNE,NNE,19,22,70,63,1019.8,1016.6,6,7,19.5,19.9,No,Yes
2013-10-31,NorfolkIsland,16.4,22.3,6.6,5.4,6.2,NW,41,NW,NW,11,26,92,80,1015.7,1013.2,7,4,17.7,20.9,Yes,No
2013-11-01,NorfolkIsland,16.6,21.1,0.4,4,11.4,SW,35,SSW,SW,24,22,67,55,1016.1,1015.4,5,1,19.4,19.9,No,Yes
2013-11-02,NorfolkIsland,14.4,20.3,1.4,6.4,9.3,SE,31,SE,ESE,15,19,58,52,1019.4,1017.9,3,2,18.1,19.4,Yes,Yes
2013-11-03,NorfolkIsland,14.2,19.7,3.4,6.6,9.3,SSE,31,ENE,SE,9,15,72,60,1020.4,1018.6,7,3,16.8,18.6,Yes,No
2013-11-04,NorfolkIsland,12.4,21.7,0,4.6,10.5,NNE,33,NNW,NE,11,15,62,64,1018.6,1016.4,3,2,18.1,19.4,No,Yes
2013-11-05,NorfolkIsland,13.9,20.6,3.4,5,7.5,W,54,WSW,SW,19,28,73,56,1014.5,1013.5,7,3,17.2,19.2,Yes,Yes
2013-11-06,NorfolkIsland,14.9,20.7,2.2,5.8,10.1,WSW,52,WSW,SW,30,28,66,52,1014.3,1013.7,5,2,18.2,19.4,Yes,No
2013-11-07,NorfolkIsland,14.1,21,0.4,6.8,9.1,WSW,41,W,SW,19,26,69,58,1015.1,1013.2,5,3,18.1,20.3,No,No
2013-11-09,NorfolkIsland,16.2,20.4,0,7,6,SE,31,SE,S,13,20,59,55,1018.5,1017.7,7,1,19,19.7,No,No
2013-11-10,NorfolkIsland,13.9,21.2,0,5.4,5.6,SE,28,SSE,S,9,17,58,58,1018.6,1017,7,6,18.3,19.5,No,No
2013-11-11,NorfolkIsland,15.9,21.3,0,4.6,1,SE,30,SE,SE,13,15,60,52,1020.1,1019.6,8,7,18.6,19.7,No,No
2013-11-12,NorfolkIsland,16.1,21.6,0,5.8,9.6,E,37,E,SSE,24,15,53,63,1021.7,1020.5,7,3,19.7,20.7,No,No
2013-11-13,NorfolkIsland,16.7,22,0,5.4,6.7,E,37,E,ESE,15,17,68,70,1021,1019.7,7,6,19.2,20.1,No,No
2013-11-14,NorfolkIsland,17.1,21.7,0,4.6,12.4,E,50,E,E,35,30,59,59,1021,1019.3,1,1,20.4,20,No,No
2013-11-15,NorfolkIsland,15.3,21.8,0,7.6,7.2,E,39,ENE,ENE,22,20,54,67,1019.3,1016.9,6,6,20.3,19.9,No,No
2013-11-16,NorfolkIsland,18,21.8,0,5.8,2.4,NE,52,ENE,NE,24,30,80,73,1015.6,1013.2,8,7,19.5,20.5,No,Yes
2013-11-17,NorfolkIsland,17.9,22.9,1.8,3.8,6.2,NNE,37,NE,NNE,22,20,83,84,1014.7,1013.8,6,7,21.2,21.9,Yes,No
2013-11-18,NorfolkIsland,18.5,23.9,0.2,3,5.9,ENE,35,NE,NNE,9,19,79,88,1017.5,1015.8,6,7,22.3,21.5,No,Yes
2013-11-19,NorfolkIsland,19.2,22.2,6.8,4,0.3,ENE,52,E,NNE,35,17,94,93,1012.4,1008.8,8,8,19.7,19.3,Yes,Yes
2013-11-20,NorfolkIsland,16.9,24,67,2.6,9.2,W,46,W,W,24,9,71,57,1006.6,1004.6,7,4,19.7,23.6,Yes,Yes
2013-11-21,NorfolkIsland,16.8,23.1,5.2,4.4,12.8,SE,31,SSE,SE,13,15,76,75,1005.2,1005.1,3,4,21.5,21.9,Yes,Yes
2013-11-22,NorfolkIsland,17.9,21.8,1.4,5.2,4.2,E,52,ESE,ESE,24,28,87,75,1009.3,1009.4,7,7,19.3,21.1,Yes,Yes
2013-11-23,NorfolkIsland,17.9,22.2,2.4,5,3.9,ESE,48,ESE,ESE,22,26,81,74,1013.8,1012.2,7,7,20,20.6,Yes,Yes
2013-11-24,NorfolkIsland,17.6,22.8,1.4,3.8,1.2,ESE,31,ESE,ESE,13,15,92,82,1013.3,1010.9,8,7,19.4,22.5,Yes,Yes
2013-11-25,NorfolkIsland,17.6,23.1,2.6,3,4.9,NW,35,N,NW,13,22,78,81,1008.7,1006.7,6,7,22.3,22.2,Yes,No
2013-11-26,NorfolkIsland,20.2,24.8,1,3.4,6.9,NW,31,SW,NW,11,20,80,79,1007.4,1005.5,7,3,21.9,23.7,No,Yes
